label_id,label_name_original,music_label,count,circle_x,circle_y,angle_deg_on_circle,pca2_x_raw,pca2_y_raw
1,triad_1,maj,118325,0.33182260193477187,0.9433418048858206,70.62056260200643,0.06180999424689406,0.17572025290883936
2,triad_2,min,88563,0.042242071131536774,0.9991074053506551,87.57898723571856,0.008140576417816892,0.19254051624357166
4,triad_4,aug,3360,-0.9828614205936186,-0.18434594627681425,190.62300203786177,-0.17329055557888284,-0.032502457396008044
3,triad_3,dim,5695,-0.9710643189044957,-0.23881810766888611,193.81679462512813,-0.3756177772655946,-0.09237732766719532
0,triad_0,none,1161969,0.7284097122081664,-0.6851418036879784,316.7532397746345,0.17474585696134176,-0.16436586390720684
5,triad_5,sus,52052,0.9678844454136433,-0.25139550577988545,345.43989360192205,0.3042119052184246,-0.07901512018200103
