label_id,label_name_original,music_label,count,sphere_x,sphere_y,sphere_z,pca3_x_raw,pca3_y_raw,pca3_z_raw
0,triad_0,none,1161969,0.6047351000726181,-0.5688135266087389,0.5574465271997755,0.17474585696134176,-0.16436586390720684,0.16108122563739277
1,triad_1,maj,118325,0.3301286345007013,0.9385260078685095,0.10091589189568152,0.06180999424689406,0.17572025290883936,0.01889448549934558
2,triad_2,min,88563,0.040129916042058754,0.9491508162294581,0.31225361149138187,0.008140576417816892,0.19254051624357166,0.0633423798699404
3,triad_3,dim,5695,-0.9631226391900318,-0.23686497553932717,0.12763136464984468,-0.3756177772655946,-0.09237732766719532,0.04977622532003442
4,triad_4,aug,3360,-0.7208668213914924,-0.1352061171031752,-0.679757553628357,-0.17329055557888284,-0.032502457396008044,-0.16340821998135374
5,triad_5,sus,52052,0.8947147529110125,-0.23239062152782344,-0.3814185495611059,0.3042119052184246,-0.07901512018200103,-0.12968609634535955
